ID from CIS Mail,"ID )سوا مر( from
Registration
Google Sheet",PROBLEM#1,,,,,PROBLEM#2,,,,TOTAL
,,STATUS,SAMPLE,COMPLETE,MARK,COMMENT,STATUS,SAMPLE,COMPLETE,MARK,(... / 12)
20201700901,20201700902,OK,100,100,8,,OK,100,100,4,12
20201700336,20201700336,OK,80,100,7.6,,OK,100,100,4,11.6
20201700747,20201700747,OK,100,100,8,,COMPILE_ERR,0,0,0,8
20201700796,20201700796,OK,100,100,8,,OK,100,100,4,12
20191700777,20191700777,OK,80,100,7.6,,OK,100,100,4,11.6
20201700933,20201700934,WRONG SUBMISSION,0,0,0,,OK,100,100,4,4
20201700956,20201700957,OK,100,100,8,,OK,100,100,4,12
20201700041,20201700041,OK,0,0,0,,OK,100,100,4,4
20201700202,20201700202,OK,100,100,8,,OK,100,100,4,12
20191700903,20191700903,OK,100,100,8,,OK,100,100,4,12
20201701055,20201701055,TIME OUT,100,0,2,,OK,100,100,4,6
20201700325,20201700325,OK,100,60,5.6,,OK,100,100,4,9.6
20201701154,20201700980,OK,100,100,8,,OK,100,100,4,12
20201700503,20201700503,OK,100,100,8,,OK,100,100,4,12
20201701168,20201701213,OK,100,100,8,,OK,100,100,4,12
20201700633,20201700633,OK,80,100,7.6,,OK,100,100,4,11.6
20201700349,20201700349,OK,80,100,7.6,,OK,100,100,4,11.6
20191700866,20191700866,OK,80,100,7.6,,OK,100,100,4,11.6
20201700206,20201700206,OK,100,100,8,,OK,100,100,4,12
20201701012,20201701163,OK,100,100,8,,OK,100,100,4,12
20201700124,20201700124,OK,100,100,8,,OK,100,100,4,12
20201700535,20201700535,OK,100,0,2,,OK,100,100,4,6
20191700164,20191700164,OK,100,100,8,,OK,100,100,4,12
20201700965,20201700966,OK,0,0,0,,OK,100,100,4,4
20201700262,20201700262,OK,100,100,8,,OK,80,100,3.8,11.8
20201700128,20201700128,OK,100,100,8,,OK,100,100,4,12
20191700384,20191700384,OK,100,100,8,,OK,100,100,4,12
20201701015,20201701016,OK,100,20,3.2,,OK,100,10,1.3,4.5
20201700346,20201700346,OK,100,0,2,,OK,100,100,4,6
20201700377,20201700377,OK,100,100,8,,OK,100,100,4,12
20201700370,20201700370,OK,0,0,0,,OK,100,100,4,4
20201700973,20201700974,OK,100,90,7.4,,OK,100,100,4,11.4
20201700021,20201700021,OK,100,60,5.6,,OK,100,100,4,9.6
20201700495,20201700495,OK,100,100,8,,OK,100,100,4,12
20191700394,20191700394,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700912,20201700913,NOT DELIVERED,,,,,OK,100,100,4,4
20201700255,20201700255,OK,100,100,8,,OK,100,100,4,12
20201700198,20201700198,OK,100,20,3.2,,OK,100,100,4,7.2
20201700689,20201700689,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20191700107,20191700107,OK,100,100,8,,OK,100,100,4,12
20201700272,20201700272,OK,100,100,8,,OK,100,100,4,12
20201701020,20201701158,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700291,20201700291,OK,80,100,7.6,,OK,100,100,4,11.6
20191700117,20191700117,OK,100,20,3.2,,OK,100,100,4,7.2
20201700136,20201700136,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700926,20201700931,OK,100,100,8,,OK,100,100,4,12
20201700392,20201700392,OK,80,100,7.6,,OK,100,100,4,11.6
20201700188,20201700188,OK,80,0,1.6,,OK,100,100,4,5.6
20191700592,20191700592,OK,100,0,2,,OK,100,100,4,6
20201700656,20201700656,OK,80,100,7.6,,OK,100,100,4,11.6
20201700663,20201700663,OK,100,100,8,,OK,100,100,4,12
2021170663,2021170663,OK,0,0,0,,OK,100,100,4,4
20201700822,20201700822,OK,0,0,0,,OK,100,100,4,4
20201701177,20201701177,OK,100,100,8,,OK,100,100,4,12
20201700931,20201700927,OK,100,100,8,,OK,100,100,4,12
20201700142,20201700142,OK,80,100,7.6,,OK,100,80,3.4,11
20201700804,20201700804,NOT DELIVERED,,,,,OK,100,100,4,4
20201700148,20201700148,OK,100,100,8,,OK,100,100,4,12
20201700882,20201700883,OK,100,100,8,,OK,100,100,4,12
20201700835,20201700835,OK,100,100,8,,OK,100,100,4,12
20201701200,20201701200,OK,100,100,8,,OK,100,100,4,12
20201700064,20201700064,OK,100,100,8,,OK,100,100,4,12
20191700817,20191700817,OK,80,90,7,,OK,100,100,4,11
20201700775,20201700775,OK,80,0,1.6,,OK,100,100,4,5.6
20201700258,20201700258,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201701009,20201701010,OK,100,100,8,,COMPILE_ERR,0,0,0,8
20201700613,20201700613,OK,100,100,8,,OK,100,100,4,12
20201700109,20201700109,OK,100,90,7.4,,OK,100,100,4,11.4
20201700869,20201700870,OK,100,100,8,,OK,100,100,4,12
20201700658,20201700658,OK,100,100,8,,OK,100,100,4,12
20201700027,20201700027,OK,100,100,8,,OK,100,100,4,12
20201700161,20201700161,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700559,20201700559,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700028,20201700028,OK,100,100,8,,OK,100,100,4,12
20201701169,20201701169,OK,100,100,8,,OK,100,100,4,12
20201701117,20201701117,OK,0,0,0,,OK,100,100,4,4
20201700200,20201700200,OK,100,100,8,,OK,100,100,4,12
20201701136,20201701136,OK,100,100,8,,OK,100,100,4,12
20201700617,20201700617,OK,80,100,7.6,,OK,100,100,4,11.6
20201700720,20201700720,OK,100,100,8,,OK,100,100,4,12
20201700721,20201700721,OK,100,100,8,,OK,100,100,4,12
20191700679,20191700679,OK,100,100,8,,OK,100,100,4,12
20201700588,20201700588,OK,100,100,8,,OK,100,100,4,12
20191700561,20191700561,OK,100,100,8,,OK,100,100,4,12
20201700024,20201700024,OK,80,100,7.6,,OK,100,100,4,11.6
2021170258,2021170258,OK,100,100,8,,OK,100,100,4,12
20191700669,20191700669,OK,80,0,1.6,,OK,100,100,4,5.6
20201700712,20201700712,OK,100,100,8,,OK,100,100,4,12
20201700996,20201700997,TIME OUT,100,0,2,,OK,80,100,3.8,5.8
20201700072,20201700072,OK,100,100,8,,OK,100,100,4,12
20201701070,20201701070,OK,100,100,8,,OK,100,100,4,12
20201700603,20201700603,OK,100,100,8,,OK,100,100,4,12
20191700757,20191700757,OK,80,100,7.6,,OK,100,100,4,11.6
20191700527,20191700527,OK,100,100,8,,OK,100,100,4,12
20201700733,20201700733,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700004,20201700004,OK,100,0,2,,OK,100,100,4,6
20201701927,20201701927,TIME OUT,100,90,7.4,,OK,100,100,4,11.4
20201700223,20201700223,OK,100,100,8,,OK,100,100,4,12
20191700240,20191700240,OK,100,100,8,,OK,100,100,4,12
20201700457,20201700457,OK,100,100,8,,OK,100,100,4,12
20201700650,20201700650,OK,0,0,0,,OK,100,100,4,4
20201700913,20201700914,OK,100,100,8,,OK,100,100,4,12
20191700678,20191700678,OK,0,0,0,,OK,100,100,4,4
20191700890,20191700890,OK,0,0,0,,OK,100,100,4,4
20201700244,20201700244,OK,100,100,8,,OK,80,100,3.8,11.8
20201700355,20201700355,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201701161,20201701161,WRONG ALGORITHM,80,100,0,MM: N^3 Naive,OK,100,100,4,4
20201701508,20201701508,OK,100,0,2,,OK,100,100,4,6
20191700369,20191700369,OK,100,100,8,,OK,100,100,4,12
20201700066,20201700066,OK,0,0,0,,OK,100,100,4,4
20201701220,20201701220,OK,80,100,7.6,,OK,100,100,4,11.6
20201700463,20201700463,OK,100,100,8,,OK,80,100,3.8,11.8
20201701181,20201701181,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700517,20201700517,OK,100,100,8,,OK,100,100,4,12
20201700236,20201700236,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700735,20201700735,OK,100,100,8,,OK,100,100,4,12
20191700912,20191700912,OK,100,100,8,,OK,100,100,4,12
20201700153,20201700153,OK,80,100,7.6,,OK,100,100,4,11.6
20201700337,20201700337,OK,80,100,7.6,,OK,100,100,4,11.6
20201700731,20201700731,OK,100,100,8,,OK,100,100,4,12
20201701051,20201701051,OK,100,100,8,,OK,100,100,4,12
20191700009,20191700009,PARTIAL D&C ALG (1/2 x MARK),100,100,4,MM: N^3 D&C,OK,100,100,4,8
20201700216,20201700216,OK,100,100,8,,OK,100,100,4,12
20201700818,20201700818,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700942,20201700943,OK,100,100,8,,OK,100,100,4,12
20201700279,20201700279,OK,100,100,8,,OK,100,100,4,12
20201700290,20201700290,OK,100,100,8,,OK,100,100,4,12
20201700410,20201700410,OK,60,0,1.2,,OK,100,100,4,5.2
20201700764,20201700764,OK,100,100,8,,OK,100,100,4,12
20201700222,20201700222,TIME OUT,100,80,6.8,,OK,100,100,4,10.8
20191700911,20191700911,OK,100,100,8,,OK,100,100,4,12
20201700537,20201700537,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700296,20201700296,OK,100,100,8,,OK,100,100,4,12
20201701189,20201701189,OK,100,100,8,,OK,100,100,4,12
20201700740,20201700740,OK,100,100,8,,OK,100,100,4,12
20201700493,20201700493,OK,100,100,8,,OK,100,100,4,12
20201700138,20201700138,OK,100,100,8,,OK,100,100,4,12
20191700882,20191700882,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700981,20201700981,OK,100,20,3.2,,OK,100,100,4,7.2
20201701078,20201701078,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201701155,20201700981,OK,100,100,8,,OK,100,100,4,12
20201701017,20201701018,OK,100,100,8,,OK,100,100,4,12
20201700791,20201700791,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700577,20201700577,OK,100,100,8,,OK,100,100,4,12
20201701000,20201701001,OK,100,100,8,,OK,100,100,4,12
20201701049,20201701049,OK,100,100,8,,OK,100,100,4,12
20201700348,20201700348,OK,100,100,8,,OK,100,100,4,12
20201700213,20201700213,OK,100,100,8,,OK,100,100,4,12
20201700040,20201700040,OK,100,100,8,,OK,100,100,4,12
20201700459,20201700459,OK,80,100,7.6,,OK,100,100,4,11.6
20201701160,20201701028,OK,100,0,2,,OK,100,100,4,6
20201700475,20201700475,OK,100,100,8,,OK,100,100,4,12
20191700731,20191700731,OK,100,100,8,,OK,100,100,4,12
20201700363,20201700363,OK,100,100,8,,OK,100,100,4,12
20201701076,20201701076,OK,100,80,6.8,,OK,100,100,4,10.8
20191700295,20191700295,TIME OUT,100,0,2,,OK,100,100,4,6
20201700799,20201700799,OK,100,100,8,,OK,100,100,4,12
20201700099,20201700099,OK,100,100,8,,OK,100,100,4,12
20191700537,20191700537,OK,80,100,7.6,,OK,100,100,4,11.6
20191700603,20191700603,OK,100,100,8,,OK,100,100,4,12
20201700271,20201700271,OK,100,100,8,,OK,100,100,4,12
20201700283,20201700283,OK,100,100,8,,OK,100,100,4,12
20201701075,20201701075,OK,100,80,6.8,,OK,100,100,4,10.8
20201700456,20201700456,OK,100,100,8,,OK,100,100,4,12
20191700042,20191700042,OK,80,100,7.6,,OK,100,100,4,11.6
20201700848,20201700848,OK,80,100,7.6,,OK,100,100,4,11.6
20201700512,20201700512,OK,100,100,8,,OK,100,100,4,12
20201700094,20201700094,OK,100,100,8,,OK,100,100,4,12
20201700243,20201700243,OK,100,100,8,,OK,100,100,4,12
20201700675,20201700675,OK,100,100,8,,OK,100,100,4,12
20201700445,20201700445,OK,100,100,8,,OK,100,100,4,12
20201700710,20201700710,OK,100,100,8,,OK,100,100,4,12
20201701018,20201701019,OK,100,100,8,,OK,100,100,4,12
20201700881,20201700882,OK,100,100,8,,OK,100,100,4,12
20191700557,20191700557,OK,80,90,7,,OK,100,100,4,11
20201700654,20201700654,OK,80,100,7.6,,OK,100,100,4,11.6
320201700235,#N/A,OK,100,100,8,,OK,100,100,4,12
20201700893,20201700894,OK,100,100,8,,OK,100,100,4,12
20201701016,20201701017,OK,100,100,8,,OK,100,100,4,12
20201700501,20201700501,OK,100,100,8,,OK,100,100,4,12
20201700113,20201700113,OK,0,0,0,,OK,100,100,4,4
20201700970,20201701153,OK,100,100,8,,OK,100,100,4,12
20191700448,20191700448,OK,100,100,8,,OK,100,100,4,12
20201700644,20201700644,OK,100,100,8,,OK,100,90,3.7,11.7
20191700593,20191700593,OK,100,90,7.4,,OK,100,100,4,11.4
20191700594,20191700594,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700932,20201700933,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700496,20201700496,OK,80,90,7,,OK,100,100,4,11
20201700525,20201700525,OK,100,100,8,,OK,100,100,4,12
20201700299,20201700299,OK,100,100,8,,COMPILE_ERR,0,0,0,8
20201700005,20201700005,OK,100,100,8,,OK,100,100,4,12
20201700241,20201700241,NOT DELIVERED,,,,,OK,100,100,4,4
20201700624,20201700624,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201701110,20201701110,OK,100,100,8,,OK,100,100,4,12
20201700886,20201700887,NOT DELIVERED,,,,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201701122,20201701122,OK,100,100,8,,OK,100,100,4,12
20201700193,20201700193,OK,0,0,0,,OK,100,100,4,4
20201700309,20201700309,OK,100,80,6.8,,OK,100,100,4,10.8
20201700427,20201700427,OK,100,100,8,,OK,100,100,4,12
20201700029,20201700029,OK,80,100,7.6,,OK,100,100,4,11.6
20201700993,20201700994,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700602,20201700602,OK,100,100,8,,OK,100,100,4,12
20201700630,20201700630,OK,100,100,8,,OK,100,100,4,12
20201700532,20201700532,OK,100,100,8,,OK,100,100,4,12
20191700425,20191700425,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700401,20201700401,OK,80,100,7.6,,OK,100,100,4,11.6
20201700538,20201700538,OK,100,100,8,,OK,100,100,4,12
20201700344,20201700344,OK,80,100,7.6,,OK,100,100,4,11.6
20201700556,20201700556,WRONG ALGORITHM,100,100,0,MM: N^3 Naive,OK,100,100,4,4
20201701022,20201701023,OK,80,100,7.6,,OK,100,100,4,11.6
20201700561,20201700561,OK,100,100,8,,OK,100,100,4,12
20201700011,20201700011,OK,80,100,7.6,,OK,100,100,4,11.6
20201700925,20201701150,OK,100,100,8,,OK,100,100,4,12
20201700254,20201700254,OK,100,100,8,,OK,100,100,4,12
20201701124,20201701124,OK,100,100,8,,OK,100,100,4,12
20201700263,20201700263,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700852,20201700852,OK,100,90,7.4,,OK,100,90,3.7,11.1
20201700421,20201700421,OK,100,100,8,,OK,100,100,4,12
20201700918,20201700919,OK,100,100,8,,OK,100,90,3.7,11.7
20201700943,20201700944,OK,100,100,8,,OK,100,100,4,12
20191700875,20191700875,OK,100,100,8,,OK,100,100,4,12
20191700765,20191700765,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700680,20201700680,TIME OUT,100,80,6.8,,OK,100,100,4,10.8
20201700753,20201700753,OK,100,100,8,,OK,100,100,4,12
20201701245,20201701245,OK,80,100,7.6,,OK,100,100,4,11.6
20201700389,20201700389,OK,80,100,7.6,,OK,100,100,4,11.6
20201700434,20201700434,OK,100,100,8,,OK,100,100,4,12
20201700807,20201700807,OK,100,90,7.4,,OK,100,100,4,11.4
20201700347,20201700347,OK,100,100,8,,OK,100,100,4,12
20201700974,20201700975,OK,100,100,8,,OK,80,100,3.8,11.8
20201700597,20201700597,OK,100,100,8,,OK,100,100,4,12
20201700856,20201700856,OK,80,100,7.6,,OK,100,50,2.5,10.1
20201700815,20201700815,OK,100,100,8,,OK,100,100,4,12
20191700386,20191700386,OK,0,0,0,,OK,100,100,4,4
20201700894,20201700895,OK,100,100,8,,OK,100,100,4,12
20191700633,20191700633,PARTIAL D&C ALG (1/2 x MARK),0,0,0,IM: Use BigInt BaseCase,OK,100,100,4,4
20201701027,20201701160,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700506,20201700506,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700944,20201700945,OK,100,100,8,,OK,100,100,4,12
20201700669,20201700669,OK,100,100,8,,OK,100,100,4,12
20201700453,20201700453,OK,100,100,8,,OK,100,100,4,12
20201700498,20201700498,OK,100,100,8,,OK,100,100,4,12
20201700627,20201700627,OK,100,60,5.6,,OK,100,100,4,9.6
20201701192,20201701192,OK,100,100,8,,OK,100,100,4,12
20191700870,20191700870,OK,100,100,8,,OK,100,100,4,12
20201700104,20201700104,OK,100,100,8,,OK,100,100,4,12
20201700242,20201700242,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700447,20201700447,NOT DELIVERED,,,,,OK,100,100,4,4
20201700779,20201700779,OK,80,100,7.6,,OK,100,100,4,11.6
20201700519,20201700519,OK,100,100,8,,OK,100,100,4,12
20191700092,20191700092,COMPILE_ERR,0,0,0,,COMPILE_ERR,0,0,0,0
20201700285,20201700285,OK,80,100,7.6,,OK,100,100,4,11.6
20201700334,20201700334,OK,100,100,8,,OK,100,100,4,12
20191700736,20191700736,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20191700909,20191700909,OK,80,100,7.6,,OK,100,100,4,11.6
20201700067,20201700067,OK,100,100,8,,OK,100,100,4,12
20191700291,20191700291,OK,100,100,8,,OK,100,100,4,12
20201700125,20201700125,OK,100,100,8,,OK,100,100,4,12
20191700607,20191700607,OK,100,100,8,,OK,100,100,4,12
20201700545,20201700545,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700176,20201700176,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20191700357,20191700334,OK,100,0,2,,OK,100,100,4,6
20201700103,20201700103,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700665,20201700665,OK,100,80,6.8,,OK,100,100,4,10.8
20201700413,20201700413,OK,100,60,5.6,,OK,100,100,4,9.6
20191700531,20191700531,OK,100,100,8,,OK,100,100,4,12
20201700631,20201700631,OK,100,100,8,,OK,100,100,4,12
20201701007,20201701008,OK,100,100,8,,OK,100,100,4,12
20201700362,20201700362,WRONG SUBMISSION,0,0,0,,OK,100,100,4,4
20191700545,20191700545,OK,100,100,8,,OK,100,100,4,12
20201700691,20201700691,OK,100,100,8,,OK,100,100,4,12
20201701246,20201701246,OK,100,100,8,,OK,100,100,4,12
20201700638,20201700638,OK,0,0,0,,COMPILE_ERR,0,0,0,0
20201700991,20201700992,OK,100,100,8,,OK,100,100,4,12
20201700211,20201700211,OK,100,100,8,,OK,100,100,4,12
20201700280,20201700280,OK,100,100,8,,OK,100,100,4,12
20201700762,20201700762,OK,100,100,8,,OK,100,100,4,12
20201700821,20201700821,OK,80,100,7.6,,OK,100,100,4,11.6
20201700167,20201700167,WRONG ALGORITHM,100,100,0,IM: N^2 Naive,OK,100,100,4,4
20201700980,20201700980,OK,0,0,0,,OK,100,100,4,4
20201701137,20201701137,PARTIAL D&C ALG (1/2 x MARK),100,100,4,MM: N^3 D&C,OK,100,100,4,8
20201700920,20201700921,OK,100,100,8,,OK,100,100,4,12
20201700924,20201700925,OK,100,100,8,,OK,100,100,4,12
20201700994,20201700995,OK,100,100,8,,OK,100,100,4,12
20201700076,20201700076,TIME OUT,40,0,0.8,,OK,100,100,4,4.8
20201700310,20201700310,NOT DELIVERED,,,,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700570,20201700570,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700057,20201700057,OK,100,100,8,,OK,100,100,4,12
20201700579,20201700579,OK,100,90,7.4,,OK,100,100,4,11.4
20201700908,20201700909,OK,100,100,8,,OK,100,100,4,12
20201700508,20201700508,OK,100,100,8,,OK,100,100,4,12
20191700324,20191700324,OK,100,100,8,,OK,100,100,4,12
20201700183,20201700183,OK,100,100,8,,OK,100,100,4,12
20201700247,20201700247,TIME OUT,100,0,2,,OK,100,100,4,6
20201700583,20201700583,OK,100,100,8,,OK,100,100,4,12
20201700227,20201700227,OK,100,100,8,,OK,100,100,4,12
20201700237,20201700237,OK,100,0,2,,OK,100,100,4,6
20201700800,20201700800,OK,100,100,8,,OK,100,100,4,12
20201700802,20201700802,OK,100,100,8,,OK,80,100,3.8,11.8
20201700792,20201700792,OK,100,100,8,,OK,100,100,4,12
20201700863,20201700863,OK,100,100,8,,OK,100,100,4,12
20201701121,20201701121,OK,100,100,8,,OK,100,100,4,12
20201700330,20201700330,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700323,20201700323,OK,100,90,7.4,,OK,100,100,4,11.4
20201700557,20201700557,OK,80,100,7.6,,OK,100,100,4,11.6
20201700814,#N/A,OK,100,0,2,,OK,100,100,4,6
20201700380,20201700380,OK,100,100,8,,OK,100,100,4,12
20201700342,20201700342,COMPILE_ERR,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700172,20201700172,OK,100,100,8,,OK,100,100,4,12
20191700110,20191700110,EXCEPTION,0,0,0,,COMPILE_ERR,0,0,0,0
20201700622,20201700622,OK,100,100,8,,OK,100,100,4,12
20191700036,20191700036,OK,100,100,8,,OK,100,100,4,12
20201700910,20201700911,OK,0,0,0,,OK,100,100,4,4
20201700997,20201700998,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700671,20201700671,COMPILE_ERR,0,0,0,,OK,100,100,4,4
20201700596,20201700596,OK,100,100,8,,COMPILE_ERR,0,0,0,8
20201700267,20201700267,OK,100,100,8,,OK,100,100,4,12
20201700131,20201700131,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700806,20201700806,OK,100,100,8,,OK,100,100,4,12
20191700510,20191700510,OK,0,0,0,,OK,100,100,4,4
20201700667,20201700667,OK,100,100,8,,OK,100,100,4,12
20201701148,20201700923,OK,100,100,8,,OK,100,100,4,12
20201700407,20201700407,OK,100,90,7.4,,OK,100,100,4,11.4
20201700359,20201700359,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700179,20201700179,OK,100,90,7.4,,OK,100,100,4,11.4
20201700483,20201700483,OK,100,100,8,,OK,100,100,4,12
20201700870,20201701227,OK,100,100,8,,OK,100,100,4,12
20201701172,20201701172,OK,100,100,8,,OK,100,100,4,12
20201700858,20201700858,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700201,20201700201,OK,100,100,8,,OK,100,100,4,12
20201700601,20201700601,OK,100,100,8,,OK,100,100,4,12
20191700006,20191700006,COMPILE_ERR,0,0,0,,COMPILE_ERR,0,0,0,0
20201701162,20201701162,PARTIAL D&C ALG (1/2 x MARK),0,0,0,IM: Use BigInt BaseCase,OK,100,100,4,4
20201700824,20201700824,OK,100,100,8,,OK,100,100,4,12
20191700186,20191700186,OK,100,100,8,,OK,100,100,4,12
20201700514,20201700514,OK,100,100,8,,OK,100,100,4,12
20191700161,20191700161,PARTIAL D&C ALG (1/2 x MARK),0,0,0,IM: Use BigInt BaseCase,OK,100,100,4,4
20201700432,20201700432,OK,80,0,1.6,,OK,100,100,4,5.6
20201700062,20201700062,OK,100,100,8,,OK,100,100,4,12
20201700393,20201700393,OK,100,100,8,,OK,100,100,4,12
20201700662,20201700662,OK,100,90,7.4,,OK,100,100,4,11.4
20201701097,20201701097,OK,100,100,8,,OK,100,100,4,12
20201700203,20201700203,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700724,20201700724,OK,80,100,7.6,,OK,100,100,4,11.6
20201700479,20201700479,OK,100,100,8,,OK,100,100,4,12
20191700178,20191700178,EXCEPTION,0,0,0,,OK,100,100,4,4
20191700922,20191700922,TIME OUT,100,0,2,,OK,100,100,4,6
20201700276,20201700276,OK,80,100,7.6,,OK,100,100,4,11.6
20201700594,20201700594,OK,100,100,8,,OK,100,100,4,12
20201700890,20201700891,OK,100,100,8,,OK,100,100,4,12
20201700071,20201700071,PARTIAL D&C ALG (1/2 x MARK),100,100,4,MM: N^3 D&C,OK,100,100,4,8
20201700295,20201700295,TIME OUT,100,0,2,,OK,100,100,4,6
20201700978,20201700979,OK,100,40,4.4,,OK,100,100,4,8.4
20201700684,20201700684,OK,80,100,7.6,,OK,100,100,4,11.6
20191700078,20191700078,NOT DELIVERED,,,,,OK,100,100,4,4
20191700172,20191700172,OK,80,100,7.6,,OK,100,40,2.2,9.8
20201700843,20201700843,OK,80,100,7.6,,OK,100,100,4,11.6
20201701038,20201701039,OK,100,100,8,,OK,100,100,4,12
20201700297,20201700297,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700784,20201700784,OK,100,100,8,,OK,100,100,4,12
20201701235,20201701235,OK,100,100,8,,OK,100,100,4,12
20201700373,20201700373,OK,100,100,8,,OK,100,100,4,12
20191700071,20191700071,OK,80,100,7.6,,OK,100,100,4,11.6
20201700754,20201700754,PARTIAL D&C ALG (1/2 x MARK),100,100,4,MM: N^3 D&C,OK,100,100,4,8
20201700032,20201700032,TIME OUT,100,0,2,,OK,100,100,4,6
20191700899,20191700899,OK,80,100,7.6,,OK,100,100,4,11.6
20201700357,20201700357,OK,PLG:INCIDENT#1,PLG:INCIDENT#1,0,,PLAGIARISM,PLG:INCIDENT#1,PLG:INCIDENT#1,0,0
20201700147,20201700147,NOT DELIVERED,,,,,OK,80,100,3.8,3.8
20191700115,20191700115,NOT DELIVERED,,,,,OK,100,100,4,4
20201700687,20201700687,OK,80,90,7,,OK,100,100,4,11
20201700121,20201700121,OK,80,100,7.6,,OK,100,100,4,11.6
20201700353,20201700353,OK,100,100,8,,OK,100,100,4,12
20191700690,20191700690,OK,100,100,8,,OK,100,100,4,12
20201701114,20201701114,OK,60,100,7.2,,OK,100,100,4,11.2
20201700774,20201700774,OK,100,100,8,,OK,100,100,4,12
20201700077,20201700077,OK,100,0,2,,OK,100,100,4,6
20201700101,20201700101,OK,100,100,8,,OK,100,100,4,12
20191700140,20191700140,OK,100,100,8,,OK,100,100,4,12
20201700186,20201700186,OK,100,100,8,,OK,100,100,4,12
20201700581,20201700581,OK,100,100,8,,OK,100,100,4,12
